cve_id,affected_vendor,published,vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10625,Advantech,08/04/2020,Advantech WebAccess/NMS UsersInputAction Missing Authentication for Critical Function Authentication Bypass Vulnerability
CVE-2020-10623,Advantech,08/04/2020,Advantech WebAccess/NMS getSyslogUiList SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DeviceData Performance SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS MibBrowser SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS MibBrowser SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS single-vlan-info SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS ProfileResource Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS DBBackupResource Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS ConfigRestoreAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS DBBackupRestoreAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
,Advantech,08/04/2020,Advantech WebAccess/NMS AccesslogAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS SupportDeviceaddAction Arbitrary File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS forcedScanDevice SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS FwStatusReportAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS FwStatusReportAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS TopogroupeditAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS FwUpgradeAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS TopogroupeditAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS extProgramAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS extProgramAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS LicenseImportAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10631,Advantech,08/04/2020,Advantech WebAccess/NMS download.jsp Directory Traversal Information Disclosure and Denial-of-Service Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS FwUpgradeAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10629,Advantech,08/04/2020,Advantech WebAccess/NMS MibbrowserTrapAddAction XML External Entity Reference Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS reflashEventLog SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS Login SQL Injection Information Disclosure Vulnerability
CVE-2020-10619,Advantech,08/04/2020,Advantech WebAccess/NMS saveBackgroundAction Directory Traversal Denial-of-Service Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS saveBackground SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS EMSgroupAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS mibBrowserSetAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS searchDevice SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS Login isAccessDenied SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,08/04/2020,Advantech WebAccess/NMS saveBackground Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-3766,Adobe,07/04/2020,Adobe Acrobat Pro DC Genuine Software Service Incorrect Permission Assignment Privilege Escalation Vulnerability
CVE-2020-7478,Schneider Electric,03/04/2020,Schneider Electric IGSS IGSSupdateservice Directory Traversal Information Disclosure Vulnerability
CVE-2020-7479,Schneider Electric,03/04/2020,Schneider Electric IGSS IGSSupdateservice Improper Access Control Privilege Escalation Vulnerability
,VMware,03/04/2020,VMware Workstation OVF NTLM Challenge Response Information Disclosure Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro PNG File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro PNG File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro TIF File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro PNG File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro J2K File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro J2K File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Corel,02/04/2020,(0Day) Corel PaintShop Pro J2K File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8835,Linux,31/03/2020,(Pwn2Own) Linux Kernel eBPF Improper Input Validation Privilege Escalation Vulnerability
CVE-2020-4240,IBM,31/03/2020,IBM Spectrum Protect Plus plugin Directory Traversal File Creation Vulnerability
CVE-2020-4241,IBM,31/03/2020,IBM Spectrum Protect Plus uploadHttpsCertificate Command Injection Remote Code Execution Vulnerability
CVE-2020-4242,IBM,31/03/2020,IBM Spectrum Protect Plus uploadLdapCertificate Command Injection Remote Code Execution Vulnerability
CVE-2020-4208,IBM,31/03/2020,IBM Spectrum Protect Plus serveradmin Authentication Bypass Vulnerability
CVE-2020-4209,IBM,31/03/2020,IBM Spectrum Protect Plus uploadHttpsCertificate Directory Traversal File Creation Vulnerability
CVE-2020-4209,IBM,31/03/2020,IBM Spectrum Protect Plus uploadLdapCertificate Directory Traversal File Creation Vulnerability
CVE-2020-4214,IBM,31/03/2020,IBM Spectrum Protect Plus cleanupUpdateImage Arbitrary Directory Deletion Vulnerability
CVE-2020-4206,IBM,31/03/2020,IBM Spectrum Protect Plus timezone Command Injection Remote Code Execution Vulnerability
CVE-2020-3897,Apple,26/03/2020,Apple Safari Object Transition Cache Type Confusion Remote Code Execution Vulnerability
CVE-2020-10888,TP-Link,25/03/2020,(Pwn2Own) TP-Link Archer A7 SSH Port Forwarding Authentication Bypass Vulnerability
CVE-2020-10886,TP-Link,25/03/2020,(Pwn2Own) TP-Link Archer A7 tmpServer Command Injection Remote Code Execution Vulnerability
CVE-2020-10887,TP-Link,25/03/2020,(Pwn2Own) TP-Link Archer A7 Protection Mechanism Failure Firewall Bypass Vulnerability
CVE-2020-10885,TP-Link,25/03/2020,(Pwn2Own) TP-Link Archer A7 DNS Response Improper Input Validation Remote Code Execution Vulnerability
CVE-2020-10884,TP-Link,25/03/2020,(Pwn2Own) TP-Link Archer A7 tdpServer Use of Hard-coded Cryptographic Key Remote Code Execution Vulnerability
CVE-2020-10883,TP-Link,25/03/2020,(Pwn2Own) TP-Link Archer A7 File System Incorrect Permission Assignment for Critical Resource Privilege Escalation Vulnerability
CVE-2020-10882,TP-Link,25/03/2020,(Pwn2Own) TP-Link Archer A7 tdpServer Command Injection Remote Code Execution Vulnerability
CVE-2020-10881,TP-Link,25/03/2020,(Pwn2Own) TP-Link Archer A7 DNS Response Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3764,Adobe,24/03/2020,Adobe Media Encoder CC MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3764,Adobe,24/03/2020,Adobe Media Encoder 3GP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3802,Adobe,19/03/2020,Adobe Acrobat Reader DC XFA Template Use-After-Free Remote Code Execution Vulnerability
CVE-2020-9552,Adobe,19/03/2020,Adobe Bridge XD File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9551,Adobe,19/03/2020,Adobe Bridge CC GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3766,Adobe,19/03/2020,Adobe Acrobat Pro DC Genuine Software Service Incorrect Permission Assignment Privilege Escalation Vulnerability
CVE-2020-3766,Adobe,19/03/2020,Adobe Acrobat Pro DC Genuine Software Service Incorrect Permission Assignment Privilege Escalation Vulnerability
CVE-2020-3791,Adobe,19/03/2020,Adobe Photoshop Type 1 Font Parsing Charstring Out-of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3790,Adobe,19/03/2020,Adobe Photoshop DCM File Parsing Memory Corruption Remote Code Execution Vulnerability
CVE-2020-3782,Adobe,19/03/2020,Adobe Photoshop TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3781,Adobe,19/03/2020,Adobe Photoshop TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3780,Adobe,19/03/2020,Adobe Photoshop EPS BoundingBox Element Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3779,Adobe,19/03/2020,Adobe Photoshop GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3778,Adobe,19/03/2020,Adobe Photoshop TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3773,Adobe,19/03/2020,Adobe Photoshop U3D File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3772,Adobe,19/03/2020,Adobe Photoshop U3D File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3771,Adobe,19/03/2020,Adobe Photoshop DCM Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3770,Adobe,19/03/2020,Adobe Photoshop PCX File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Samsung,18/03/2020,(Pwn2Own) Samsung Q60 Smart QLED TV JavaScript Integer Overflow Remote Code Execution Vulnerability
,Microsoft,18/03/2020,Microsoft Windows AppX Deployment Service Hard Link Privilege Escalation Vulnerability
CVE-2020-8870,Foxit,18/03/2020,Foxit Studio Photo GetTIFPalette TIF File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-8869,Foxit,18/03/2020,Foxit Studio Photo TIF File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-6976,Delta Industrial Automation,17/03/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Giffile Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-7002,Delta Industrial Automation,17/03/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-7002,Delta Industrial Automation,17/03/2020,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing GifName Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-8600,Trend Micro,17/03/2020,Trend Micro Worry-Free Business Security Directory Traversal Authentication Bypass Vulnerability
CVE-2020-8883,Foxit,16/03/2020,Foxit Studio Photo EPS File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8882,Foxit,16/03/2020,Foxit Studio Photo PSD File Parsing Uninitialized Pointer Remote Code Execution Vulnerability
CVE-2020-8881,Foxit,16/03/2020,Foxit Studio Photo TIF File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8880,Foxit,16/03/2020,Foxit Studio Photo TIF File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-8879,Foxit,16/03/2020,Foxit Studio Photo PSD File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8878,Foxit,16/03/2020,Foxit Studio Photo PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8877,Foxit,16/03/2020,Foxit Studio Photo PSD File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3948,VMware,13/03/2020,VMware Workstation Virtual Printer External Control of File Name Privilege Escalation Vulnerability
CVE-2020-3947,VMware,13/03/2020,VMware Workstation vmnetdhcp Use-After-Free Privilege Escalation Vulnerability
CVE-2020-8876,Parallels,13/03/2020,Parallels Desktop OS X Host Kernel Module Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8875,Parallels,13/03/2020,Parallels Desktop OS X Host Kernel Module Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-8874,Parallels,13/03/2020,Parallels Desktop xHCI Integer Overflow Privilege Escalation Vulnerability
CVE-2020-8873,Parallels,13/03/2020,Parallels Desktop xHCI Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-8872,Parallels,13/03/2020,Parallels Desktop xHCI Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8871,Parallels,13/03/2020,Parallels Desktop VGA Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-6208,SAP,12/03/2020,SAP Crystal Reports RPT File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8868,Quest,12/03/2020,Quest Foglight Evolve CommandLineService Use of Hard-coded Credentials Remote Code Execution Vulnerability
CVE-2020-9530,Xiaomi,12/03/2020,(Pwn2Own) Xiaomi Mi9 Browser manualUpgradeInfo Improper Control of Generation of Code Remote Code Execution Vulnerability
CVE-2020-9531,Xiaomi,12/03/2020,(Pwn2Own) Xiaomi GetApps Intent Privilege Escalation Vulnerability
CVE-2020-9531,Xiaomi,12/03/2020,(Pwn2Own) Xiaomi Mi9 Browser Untrusted Site Redirection Remote Code Execution Vulnerability
,Xiaomi,12/03/2020,(Pwn2Own) Xiaomi Mi9 Browser ParseFormalParameterList Improper Input Validation Remote Code Execution Vulnerability
CVE-2020-0807,Microsoft,12/03/2020,Microsoft Windows Media Player AVI Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0851,Microsoft,12/03/2020,Microsoft Word HTML Rendering Use-After-Free Remote Code Execution Vulnerability
CVE-2020-0887,Microsoft,12/03/2020,Microsoft Windows Printer Device Context Use-After-Free Privilege Escalation Vulnerability
CVE-2020-0841,Microsoft,12/03/2020,Microsoft Windows DiagTrack Service Hard Link Denial-of-Service Vulnerability
CVE-2020-0840,Microsoft,12/03/2020,Microsoft Windows AppX Deployment Service Hard Link Escalation of Privilege Vulnerability
CVE-2020-0788,Microsoft,12/03/2020,Microsoft Windows CreateXlateObject Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-0788,Microsoft,12/03/2020,Microsoft Windows CreateXlateObject Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-0788,Microsoft,12/03/2020,Microsoft Windows ulGetNearestIndexFromColorref Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-0776,Microsoft,12/03/2020,Microsoft Windows AppX Deployment Service Link Resolution Denial-of-Service Vulnerability
CVE-2020-8865,Horde,10/03/2020,Horde Groupware Webmail Edition edit Page Directory Traversal Remote Code Execution Vulnerability
CVE-2020-8866,Horde,10/03/2020,Horde Groupware Webmail Edition add Page Unrestricted File Upload Arbitrary File Creation Vulnerability
CVE-2020-4210,IBM,05/03/2020,IBM Spectrum Protect Plus changeAdministratorPassword Command Injection Remote Code Execution Vulnerability
CVE-2020-4211,IBM,05/03/2020,IBM Spectrum Protect Plus hostname Command Injection Remote Code Execution Vulnerability
CVE-2020-4212,IBM,05/03/2020,IBM Spectrum Protect Plus hfpackage Command Injection Remote Code Execution Vulnerability
CVE-2020-4222,IBM,05/03/2020,IBM Spectrum Protect Plus password Command Injection Remote Code Execution Vulnerability
CVE-2020-4213,IBM,05/03/2020,IBM Spectrum Protect Plus username Command Injection Remote Code Execution Vulnerability
CVE-2020-3127,Cisco,05/03/2020,Cisco WebEx Network Recording Player ARF File Uninitialized Pointer Remote Code Execution Vulnerability
CVE-2020-8864,D-Link,24/02/2020,D-Link Multiple Routers HNAP strncmp Incorrect Comparison Authentication Bypass Vulnerability
CVE-2020-8863,D-Link,24/02/2020,D-Link Multiple Routers HNAP PrivateLogin Incorrect Implementation of Authentication Algorithm Authentication Bypass Vulnerability
CVE-2020-8862,D-Link,21/02/2020,D-Link DAP-2610 Router login Incorrect Comparison Authentication Bypass Vulnerability
CVE-2020-8861,D-Link,21/02/2020,D-Link DAP-1330 HNAP Incorrect Implementation of Authentication Algorithm Authentication Bypass Vulnerability
,WECON,20/02/2020,(0Day) WECON LeviStudioU MulStatus szFilename Stack-based Buffer Overflow Remote Code Execution Vulnerability
,WECON,20/02/2020,(0Day) WECON LeviStudioU G_bmp szFilename Stack-based Buffer Overflow Remote Code Execution Vulnerability
,WECON,20/02/2020,(0Day) WECON LeviStudioU G_bmp szFilename Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-6967,Rockwell Automation,20/02/2020,(0Day) Rockwell Automation FactoryTalk RNADiagnosticsSrv Deserialization Of Untrusted Data Remote Code Execution Vulnerability
,AMD,20/02/2020,(0Day) AMD Radeon Divide By Zero Denial of Service Vulnerability
CVE-2020-0792,Microsoft,20/02/2020,Microsoft Windows NtUserResolveDesktopForWOW Heap-based Buffer Overflow Privilege Escalation Vulnerability
CVE-2020-0688,Microsoft,20/02/2020,Microsoft Exchange Server Exchange Control Panel Fixed Cryptographic Key Remote Code Execution Vulnerability
CVE-2020-0668,Microsoft,20/02/2020,Microsoft Windows Service Tracing Arbitrary File Move Privilege Escalation Vulnerability
,Samsung,20/02/2020,(Pwn2Own) Samsung Galaxy S10 IndexedDB Use-After-Free Sandbox Escape Vulnerability
CVE-2020-8860,Samsung,20/02/2020,(Pwn2Own) Samsung Galaxy S10 Call Control Setup Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Samsung,20/02/2020,(Pwn2Own) Samsung Galaxy S10 FileWriter Use-After-Free Sandbox Escape Vulnerability
,Samsung,20/02/2020,(Pwn2Own) Samsung Galaxy S10 Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8859,ELOG,12/02/2020,ELOG Electronic Logbook drop-count Null Pointer Dereference Denial-of-Service Vulnerability
CVE-2020-3740,Adobe,12/02/2020,Adobe FrameMaker TIF File Parsing Memory Corruption Remote Code Execution Vulnerability
CVE-2020-3739,Adobe,12/02/2020,Adobe FrameMaker IFF File Parsing Memory Corruption Remote Code Execution Vulnerability
CVE-2020-3748,Adobe,12/02/2020,Adobe Acrobat Reader DC Annotation Use-After-Free Remote Code Execution Vulnerability
CVE-2020-3738,Adobe,12/02/2020,Adobe FrameMaker TIF File Parsing Type Confusion Remote Code Execution Vulnerability
CVE-2020-3737,Adobe,12/02/2020,Adobe FrameMaker TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3736,Adobe,12/02/2020,Adobe FrameMaker GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3735,Adobe,12/02/2020,Adobe FrameMaker PSD File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3734,Adobe,12/02/2020,Adobe FrameMaker TGA File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3733,Adobe,12/02/2020,Adobe FrameMaker BMP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3732,Adobe,12/02/2020,Adobe FrameMaker IFF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3731,Adobe,12/02/2020,Adobe FrameMaker CEL File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3730,Adobe,12/02/2020,Adobe FrameMaker RGB File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3729,Adobe,12/02/2020,Adobe FrameMaker PCX File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3728,Adobe,12/02/2020,Adobe FrameMaker PIC File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3727,Adobe,12/02/2020,Adobe FrameMaker PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3726,Adobe,12/02/2020,Adobe FrameMaker BMP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3725,Adobe,12/02/2020,Adobe FrameMaker RGB File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3724,Adobe,12/02/2020,Adobe FrameMaker RGB File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3723,Adobe,12/02/2020,Adobe FrameMaker TGA File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3722,Adobe,12/02/2020,Adobe FrameMaker BMP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3721,Adobe,12/02/2020,Adobe FrameMaker TGA File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3720,Adobe,12/02/2020,Adobe FrameMaker PIC File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-5826,Symantec,11/02/2020,Symantec Endpoint Protection AvHostPlugin Out-of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5825,Symantec,11/02/2020,Symantec Endpoint Protection AvHostPlugin Missing Authentication Arbitrary File Move Vulnerability
CVE-2020-5825,Symantec,11/02/2020,Symantec Endpoint Protection AvHostPlugin Missing Authentication Denial-of-Service Vulnerability
CVE-2020-5825,Symantec,11/02/2020,Symantec Endpoint Protection AvHostPlugin Missing Authentication Arbitrary File Rename Vulnerability
CVE-2020-5831,Symantec,11/02/2020,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5830,Symantec,11/02/2020,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5829,Symantec,11/02/2020,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5828,Symantec,11/02/2020,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5824,Symantec,11/02/2020,Symantec Endpoint Protection AvHostPlugin Missing Authentication Denial-of-Service Vulnerability
CVE-2020-5827,Symantec,11/02/2020,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5823,Symantec,11/02/2020,Symantec Endpoint Protection ccJobMgr Missing Authentication Privilege Escalation Vulnerability
CVE-2020-5822,Symantec,11/02/2020,Symantec Endpoint Protection ccSvc Missing Authentication Privilege Escalation Vulnerability
CVE-2020-5820,Symantec,11/02/2020,Symantec Endpoint Protection AvHostPlugin Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-3877,Apple,11/02/2020,Apple Messages HandwritingProvider Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3839,Apple,11/02/2020,Apple macOS IO80211Family Stack-based Buffer Overflow Information Disclosure Vulnerability
CVE-2020-8858,Moxa,11/02/2020,Moxa MGate 5105-MB-EIP DestIP Command Injection Remote Code Execution Vulnerability
CVE-2020-8857,Foxit,11/02/2020,Foxit Reader Annotations AcroForm Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8856,Foxit,11/02/2020,Foxit PhantomPDF AcroForm addWatermarkFromText Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8855,Foxit,11/02/2020,Foxit PhantomPDF fxhtml2pdf Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8854,Foxit,11/02/2020,Foxit PhantomPDF JPEG File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8853,Foxit,11/02/2020,Foxit PhantomPDF HTML2PDF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8852,Foxit,11/02/2020,Foxit Reader JPEG2000 File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8851,Foxit,11/02/2020,Foxit Reader JPG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8850,Foxit,11/02/2020,Foxit Reader JPEG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8849,Foxit,11/02/2020,Foxit Reader JPEG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8848,Foxit,11/02/2020,Foxit Reader JPG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8847,Foxit,11/02/2020,Foxit Reader JPEG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
