cve_id,affected_vendor,vulnerability
CVE-2020-3773,Adobe,Adobe Photoshop U3D File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3772,Adobe,Adobe Photoshop U3D File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3771,Adobe,Adobe Photoshop DCM Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3770,Adobe,Adobe Photoshop PCX File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Samsung,(Pwn2Own) Samsung Q60 Smart QLED TV JavaScript Integer Overflow Remote Code Execution Vulnerability
,Microsoft,Microsoft Windows AppX Deployment Service Hard Link Privilege Escalation Vulnerability
CVE-2020-8870,Foxit,Foxit Studio Photo GetTIFPalette TIF File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-8869,Foxit,Foxit Studio Photo TIF File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-6976,Delta Industrial Automation,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Giffile Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-7002,Delta Industrial Automation,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-7002,Delta Industrial Automation,Delta Industrial Automation CNCSoft ScreenEditor DPB File Parsing GifName Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-8600,Trend Micro,Trend Micro Worry-Free Business Security Directory Traversal Authentication Bypass Vulnerability
CVE-2020-8883,Foxit,Foxit Studio Photo EPS File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8882,Foxit,Foxit Studio Photo PSD File Parsing Uninitialized Pointer Remote Code Execution Vulnerability
CVE-2020-8881,Foxit,Foxit Studio Photo TIF File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8880,Foxit,Foxit Studio Photo TIF File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-8879,Foxit,Foxit Studio Photo PSD File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8878,Foxit,Foxit Studio Photo PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8877,Foxit,Foxit Studio Photo PSD File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3948,VMware,VMware Workstation Virtual Printer External Control of File Name Privilege Escalation Vulnerability
CVE-2020-3947,VMware,VMware Workstation vmnetdhcp Use-After-Free Privilege Escalation Vulnerability
CVE-2020-8876,Parallels,Parallels Desktop OS X Host Kernel Module Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8875,Parallels,Parallels Desktop OS X Host Kernel Module Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-8874,Parallels,Parallels Desktop xHCI Integer Overflow Privilege Escalation Vulnerability
CVE-2020-8873,Parallels,Parallels Desktop xHCI Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-8872,Parallels,Parallels Desktop xHCI Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8871,Parallels,Parallels Desktop VGA Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-6208,SAP,SAP Crystal Reports RPT File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8868,Quest,Quest Foglight Evolve CommandLineService Use of Hard-coded Credentials Remote Code Execution Vulnerability
CVE-2020-9530,Xiaomi,(Pwn2Own) Xiaomi Mi9 Browser manualUpgradeInfo Improper Control of Generation of Code Remote Code Execution Vulnerability
CVE-2020-9531,Xiaomi,(Pwn2Own) Xiaomi GetApps Intent Privilege Escalation Vulnerability
CVE-2020-9531,Xiaomi,(Pwn2Own) Xiaomi Mi9 Browser Untrusted Site Redirection Remote Code Execution Vulnerability
,Xiaomi,(Pwn2Own) Xiaomi Mi9 Browser ParseFormalParameterList Improper Input Validation Remote Code Execution Vulnerability
CVE-2020-0807,Microsoft,Microsoft Windows Media Player AVI Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0851,Microsoft,Microsoft Word HTML Rendering Use-After-Free Remote Code Execution Vulnerability
CVE-2020-0887,Microsoft,Microsoft Windows Printer Device Context Use-After-Free Privilege Escalation Vulnerability
CVE-2020-0841,Microsoft,Microsoft Windows DiagTrack Service Hard Link Denial-of-Service Vulnerability
CVE-2020-0840,Microsoft,Microsoft Windows AppX Deployment Service Hard Link Escalation of Privilege Vulnerability
CVE-2020-0788,Microsoft,Microsoft Windows CreateXlateObject Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-0788,Microsoft,Microsoft Windows CreateXlateObject Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-0788,Microsoft,Microsoft Windows ulGetNearestIndexFromColorref Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-0776,Microsoft,Microsoft Windows AppX Deployment Service Link Resolution Denial-of-Service Vulnerability
CVE-2020-8865,Horde,Horde Groupware Webmail Edition edit Page Directory Traversal Remote Code Execution Vulnerability
CVE-2020-8866,Horde,Horde Groupware Webmail Edition add Page Unrestricted File Upload Arbitrary File Creation Vulnerability
CVE-2020-4210,IBM,IBM Spectrum Protect Plus changeAdministratorPassword Command Injection Remote Code Execution Vulnerability
CVE-2020-4211,IBM,IBM Spectrum Protect Plus hostname Command Injection Remote Code Execution Vulnerability
CVE-2020-4212,IBM,IBM Spectrum Protect Plus hfpackage Command Injection Remote Code Execution Vulnerability
CVE-2020-4222,IBM,IBM Spectrum Protect Plus password Command Injection Remote Code Execution Vulnerability
CVE-2020-4213,IBM,IBM Spectrum Protect Plus username Command Injection Remote Code Execution Vulnerability
CVE-2020-3127,Cisco,Cisco WebEx Network Recording Player ARF File Uninitialized Pointer Remote Code Execution Vulnerability
CVE-2020-8864,D-Link,D-Link Multiple Routers HNAP strncmp Incorrect Comparison Authentication Bypass Vulnerability
CVE-2020-8863,D-Link,D-Link Multiple Routers HNAP PrivateLogin Incorrect Implementation of Authentication Algorithm Authentication Bypass Vulnerability
CVE-2020-8862,D-Link,D-Link DAP-2610 Router login Incorrect Comparison Authentication Bypass Vulnerability
CVE-2020-8861,D-Link,D-Link DAP-1330 HNAP Incorrect Implementation of Authentication Algorithm Authentication Bypass Vulnerability
,WECON,(0Day) WECON LeviStudioU MulStatus szFilename Stack-based Buffer Overflow Remote Code Execution Vulnerability
,WECON,(0Day) WECON LeviStudioU G_bmp szFilename Stack-based Buffer Overflow Remote Code Execution Vulnerability
,WECON,(0Day) WECON LeviStudioU G_bmp szFilename Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-6967,Rockwell Automation,(0Day) Rockwell Automation FactoryTalk RNADiagnosticsSrv Deserialization Of Untrusted Data Remote Code Execution Vulnerability
,AMD,(0Day) AMD Radeon Divide By Zero Denial of Service Vulnerability
CVE-2020-0792,Microsoft,Microsoft Windows NtUserResolveDesktopForWOW Heap-based Buffer Overflow Privilege Escalation Vulnerability
CVE-2020-0688,Microsoft,Microsoft Exchange Server Exchange Control Panel Fixed Cryptographic Key Remote Code Execution Vulnerability
CVE-2020-0668,Microsoft,Microsoft Windows Service Tracing Arbitrary File Move Privilege Escalation Vulnerability
,Samsung,(Pwn2Own) Samsung Galaxy S10 IndexedDB Use-After-Free Sandbox Escape Vulnerability
CVE-2020-8860,Samsung,(Pwn2Own) Samsung Galaxy S10 Call Control Setup Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Samsung,(Pwn2Own) Samsung Galaxy S10 FileWriter Use-After-Free Sandbox Escape Vulnerability
,Samsung,(Pwn2Own) Samsung Galaxy S10 Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8859,ELOG,ELOG Electronic Logbook drop-count Null Pointer Dereference Denial-of-Service Vulnerability
CVE-2020-3740,Adobe,Adobe FrameMaker TIF File Parsing Memory Corruption Remote Code Execution Vulnerability
CVE-2020-3739,Adobe,Adobe FrameMaker IFF File Parsing Memory Corruption Remote Code Execution Vulnerability
CVE-2020-3748,Adobe,Adobe Acrobat Reader DC Annotation Use-After-Free Remote Code Execution Vulnerability
CVE-2020-3738,Adobe,Adobe FrameMaker TIF File Parsing Type Confusion Remote Code Execution Vulnerability
CVE-2020-3737,Adobe,Adobe FrameMaker TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3736,Adobe,Adobe FrameMaker GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3735,Adobe,Adobe FrameMaker PSD File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3734,Adobe,Adobe FrameMaker TGA File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3733,Adobe,Adobe FrameMaker BMP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3732,Adobe,Adobe FrameMaker IFF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3731,Adobe,Adobe FrameMaker CEL File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3730,Adobe,Adobe FrameMaker RGB File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3729,Adobe,Adobe FrameMaker PCX File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3728,Adobe,Adobe FrameMaker PIC File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3727,Adobe,Adobe FrameMaker PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3726,Adobe,Adobe FrameMaker BMP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3725,Adobe,Adobe FrameMaker RGB File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3724,Adobe,Adobe FrameMaker RGB File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3723,Adobe,Adobe FrameMaker TGA File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3722,Adobe,Adobe FrameMaker BMP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3721,Adobe,Adobe FrameMaker TGA File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3720,Adobe,Adobe FrameMaker PIC File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-5826,Symantec,Symantec Endpoint Protection AvHostPlugin Out-of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5825,Symantec,Symantec Endpoint Protection AvHostPlugin Missing Authentication Arbitrary File Move Vulnerability
CVE-2020-5825,Symantec,Symantec Endpoint Protection AvHostPlugin Missing Authentication Denial-of-Service Vulnerability
CVE-2020-5825,Symantec,Symantec Endpoint Protection AvHostPlugin Missing Authentication Arbitrary File Rename Vulnerability
CVE-2020-5831,Symantec,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5830,Symantec,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5829,Symantec,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5828,Symantec,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5824,Symantec,Symantec Endpoint Protection AvHostPlugin Missing Authentication Denial-of-Service Vulnerability
CVE-2020-5827,Symantec,Symantec Endpoint Protection Manager secars Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-5823,Symantec,Symantec Endpoint Protection ccJobMgr Missing Authentication Privilege Escalation Vulnerability
CVE-2020-5822,Symantec,Symantec Endpoint Protection ccSvc Missing Authentication Privilege Escalation Vulnerability
CVE-2020-5820,Symantec,Symantec Endpoint Protection AvHostPlugin Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-3877,Apple,Apple Messages HandwritingProvider Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3839,Apple,Apple macOS IO80211Family Stack-based Buffer Overflow Information Disclosure Vulnerability
CVE-2020-8858,Moxa,Moxa MGate 5105-MB-EIP DestIP Command Injection Remote Code Execution Vulnerability
CVE-2020-8857,Foxit,Foxit Reader Annotations AcroForm Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8856,Foxit,Foxit PhantomPDF AcroForm addWatermarkFromText Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8855,Foxit,Foxit PhantomPDF fxhtml2pdf Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8854,Foxit,Foxit PhantomPDF JPEG File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8853,Foxit,Foxit PhantomPDF HTML2PDF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8852,Foxit,Foxit Reader JPEG2000 File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8851,Foxit,Foxit Reader JPG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8850,Foxit,Foxit Reader JPEG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8849,Foxit,Foxit Reader JPEG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8848,Foxit,Foxit Reader JPG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8847,Foxit,Foxit Reader JPEG2000 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-8846,Foxit,Foxit PhantomPDF text Field Object Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8845,Foxit,Foxit PhantomPDF AcroForm addWatermarkFromText Use-After-Free Remote Code Execution Vulnerability
CVE-2020-8844,Foxit,Foxit Reader ConvertToPDF JPEG Parsing Integer Overflow Remote Code Execution Vulnerability
CVE-2019-14088,Google,Google Android V4l2 cam_actuator_driver_cmd Use-After-Free Privilege Escalation Vulnerability
CVE-2020-8095,Bitdefender,Bitdefender Total Security Link Resolution Denial-of-Service Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center viewTaskResultDetailFact Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center userSelectPagingContent Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center tvxlanLegend Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center wmiConfigContent Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center forwardredirect Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center viewBatchTaskResultDetailFact Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center powershellConfigContent Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center smsRulesDownload Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center thirdPartyPerfSelectTask Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center reportpage index Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center sshConfig Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center perfAddorModDeviceMonitor Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center navigationTo Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center select Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center iccSelectCommand Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center iccSelectDeviceSeries Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center iccSelectDymicParam Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center perfSelectTask Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center selectUserGroup Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center actionSelectContent Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center operationSelect Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center reportTaskSelect Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center soapConfigContent Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center templateSelect Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center quickTemplateSelect Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center guiDataDetail Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center ictExpertCSVDownload Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center operatorGroupTreeSelectContent Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center operatorGroupSelectContent Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center selViewNavContent Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center mediaForAction Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center ictExpertDownload Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center iccSelectDevType Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center faultParasSet Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center faultInfo_content Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center select Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center faultTrapGroupSelect Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center faultStatChooseFaultType Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center ifViewSelectPage Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center ictExpertCSVDownload Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center ictExpertCSVDownload Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center iccSelectRules Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center faultFlashEventSelectFact Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center deviceSelect Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center devSoftSel Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center deviceThresholdConfig Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center compareFilesResult Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center deploySelectSoftware Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center deploySelectBootrom Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center devGroupSelect Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center customTemplateSelect Expression Language Injection Remote Code Execution Vulnerability
,Hewlett Packard Enterprise,(0Day) Hewlett Packard Enterprise Intelligent Management Center choosePerfView Expression Language Injection Remote Code Execution Vulnerability
CVE-2019-16451,Adobe,Adobe Acrobat Pro DC TTF Font Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2019-8835,Apple,Apple Safari SimpleLineLayout Use-After-Free Information Disclosure Vulnerability
CVE-2020-0635,Microsoft,Microsoft Windows WIA Junction Privilege Escalation Vulnerability
CVE-2020-2727,Oracle,Oracle VirtualBox e1000 Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2726,Oracle,Oracle VirtualBox SCSI Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-2705,Oracle,Oracle VirtualBox VMSVGA Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2704,Oracle,Oracle VirtualBox VMSVGA Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2702,Oracle,Oracle VirtualBox xHCI Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-2701,Oracle,Oracle VirtualBox xHCI Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-2698,Oracle,Oracle VirtualBox xHCI Time-Of-Check Time-Of-Use Privilege Escalation Vulnerability
CVE-2020-2693,Oracle,Oracle VirtualBox e1000 Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2692,Oracle,Oracle VirtualBox VMSVGA Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2691,Oracle,Oracle VirtualBox VMSVGA Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2690,Oracle,Oracle VirtualBox VMSVGA Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2689,Oracle,Oracle VirtualBox VMSVGA Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2682,Oracle,Oracle VirtualBox VBoxVHWAHandleTable Out-Of-Bounds Access Privilege Escalation Vulnerability
CVE-2020-2681,Oracle,Oracle VirtualBox VMSVGA Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2555,Oracle,Oracle WebLogic Server T3 Protocol Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-0652,Microsoft,Microsoft Office Graph Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2017-5030,Sony,(Pwn2Own) Sony X800G Smart TV Vewd Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-0634,Microsoft,Microsoft Windows CLFS Use-After-Free Privilege Escalation Vulnerability
CVE-2020-0616,Microsoft,Microsoft Windows Device Management Enrollment Service Hard Link Denial-of-Service Vulnerability
CVE-2020-0615,Microsoft,Microsoft Windows CLFS Driver Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-0639,Microsoft,Microsoft Windows CLFS Driver Integer Overflow Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanSwitchDataLength SQL Injection Information Disclosure Vulnerability
CVE-2019-15983,Cisco,Cisco Data Center Network Manager getTopologyVlanList XML External Entity Processing Information Disclosure Vulnerability
CVE-2019-15983,Cisco,Cisco Data Center Network Manager CablePlans XML External Entity Processing Information Disclosure Vulnerability
CVE-2019-15980,Cisco,Cisco Data Center Network Manager getDeployContent Directory Traversal Information Disclosure Vulnerability
CVE-2019-15983,Cisco,Cisco Data Center Network Manager addGroupNavigation XML External Entity Processing Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager checkLinkUUID SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSwitchsDataLength SQL Injection Information Disclosure Vulnerability
CVE-2019-15983,Cisco,Cisco Data Center Network Manager getInventoryIslList XML External Entity Processing Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSwitchName SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getRpmJobLength SQL Injection Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getConfigTemplateFileName SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSwitchDbIdBySerialNumber SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getGirTaskLength SQL Injection Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getVpcCount SQL Injection Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getJobLength SQL Injection Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getZoneDataLength SQL Injection Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getVsanDataLength SQL Injection Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanSwitchDataLength SQL Injection Information Disclosure Vulnerability
CVE-2019-15982,Cisco,Cisco Data Center Network Manager AFW Image Upload Directory Traversal Remote Code Execution Vulnerability
CVE-2019-15978,Cisco,Cisco Data Center Network Manager createLanFabric Command Injection Remote Code Execution Vulnerability
CVE-2019-15980,Cisco,Cisco Data Center Network Manager writeToFile Directory Traversal Remote Code Execution Vulnerability
CVE-2019-15979,Cisco,Cisco Data Center Network Manager importTS Command Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getDiscoveredDeviceCount groupId SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getDiscoveredDeviceCount hostname SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getDiscoveredDeviceCount switchIdList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager setVxlanProperties SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager createSite SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager createSite getIp SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager checkDiscoveryEthSwCandidates4List SQL Injection Remote Code Execution Vulnerability
